
VisualSFM 3D reconstruction, begin...
Searching images in the specified folder
0: img001
SIFT: 0098, 1280x720, 	5635, 0.41sec
SIFT: 0099, 1280x720, 	5998, 0.42sec
SIFT: 0100, 1280x720, 	6527, 0.43sec
SIFT: 0101, 1280x720, 	6953, 0.45sec
SIFT: 0102, 1280x720, 	7248, 0.45sec
SIFT: 0103, 1280x720, 	6891, 0.45sec
SIFT: 0104, 1280x720, 	7139, 0.45sec
SIFT: 0105, 1280x720, 	6919, 0.45sec
SIFT: 0106, 1280x720, 	6875, 0.45sec
SIFT: 0107, 1280x720, 	6817, 0.45sec
SIFT: 0108, 1280x720, 	6682, 0.44sec
SIFT: 0109, 1280x720, 	7036, 0.45sec
SIFT: 0110, 1280x720, 	6938, 0.46sec
SIFT: 0111, 1280x720, 	7033, 0.45sec
SIFT: 0112, 1280x720, 	7090, 0.46sec
SIFT: 0113, 1280x720, 	7026, 0.45sec
SIFT: 0114, 1280x720, 	7170, 0.46sec
SIFT: 0115, 1280x720, 	7301, 0.46sec
SIFT: 0116, 1280x720, 	7339, 0.46sec
SIFT: 0117, 1280x720, 	7531, 0.47sec

###########-------timing------#########
118 Feature Detection finished, 59 sec used
#############################

6903 pairs to compute match
NOTE: using 3 matching workers
0005 and 0006: 1062 matches, 0.68sec, #0
0005 and 0006: [1028/1062], H[771], 0.06sec
0000 and 0007: 45 matches, 0.37sec, #0
0000 and 0007: [30/45], H[16], 0.01sec
0001 and 0007: 47 matches, 0.36sec, #0
0001 and 0007: [29/47], H[18], 0.02sec
0002 and 0007: 66 matches, 0.38sec, #0
0002 and 0007: [50/66], H[31], 0.00sec
0003 and 0007: 157 matches, 0.35sec, #0
0003 and 0007: [108/157], H[70], 0.01sec
0004 and 0007: 336 matches, 0.36sec, #0
0004 and 0007: [303/336], H[236], 0.01sec
0005 and 0007: 585 matches, 0.35sec, #0
0000 and 0001: 2846 matches, 2.98sec, #1
0005 and 0007: [509/585], H[474], 0.02sec
0000 and 0001: [2828/2846], H[2593], 0.05sec
0000 and 0005: 135 matches, 3.14sec, #2
0000 and 0005: [102/135], H[65], 0.01sec
0006 and 0007: 897 matches, 0.35sec, #0
0006 and 0007: [880/897], H[673], 0.06sec
0000 and 0008: 31 matches, 0.42sec, #0
0000 and 0008: [18/31], H[9], 0.06sec
0001 and 0008: 27 matches, 0.41sec, #0
0001 and 0008: [11/27], H[5], 0.28sec
0002 and 0008: 43 matches, 0.41sec, #0
0002 and 0008: [23/43], H[9], 0.07sec
0003 and 0008: 69 matches, 0.37sec, #0
0003 and 0008: [47/69], H[19], 0.01sec
0004 and 0008: 173 matches, 0.35sec, #0
0004 and 0008: [143/173], H[71], 0.01sec
0000 and 0002: 1523 matches, 2.83sec, #1
0000 and 0002: [1474/1523], H[1343], 0.03sec
0001 and 0005: 227 matches, 2.89sec, #2
0001 and 0005: [197/227], H[118], 0.01sec
0005 and 0008: 339 matches, 0.34sec, #0
0005 and 0008: [290/339], H[226], 0.01sec
0006 and 0008: 547 matches, 0.35sec, #0
0006 and 0008: [439/547], H[393], 0.02sec
0007 and 0008: 776 matches, 0.36sec, #0
0007 and 0008: [722/776], H[668], 0.04sec
0000 and 0009: 18 matches, 0.38sec, #0
0001 and 0009: 22 matches, 0.37sec, #0
0002 and 0009: 20 matches, 0.36sec, #0
0003 and 0009: 30 matches, 0.36sec, #0
0003 and 0009: [17/30], H[9], 0.04sec
0001 and 0002: 2629 matches, 2.63sec, #1
0001 and 0002: [2615/2629], H[2219], 0.06sec
0002 and 0005: 535 matches, 2.70sec, #2
0002 and 0005: [470/535], H[411], 0.01sec
0004 and 0009: 96 matches, 0.39sec, #0
0004 and 0009: [63/96], H[31], 0.01sec
0005 and 0009: 165 matches, 0.40sec, #0
0005 and 0009: [132/165], H[88], 0.01sec
0006 and 0009: 286 matches, 0.36sec, #0
0006 and 0009: [240/286], H[192], 0.01sec
0007 and 0009: 460 matches, 0.35sec, #0
0007 and 0009: [409/460], H[335], 0.02sec
0008 and 0009: 596 matches, 0.36sec, #0
0008 and 0009: [564/596], H[475], 0.03sec
0000 and 0010: 12 matches, 0.36sec, #0
0001 and 0010: 16 matches, 0.36sec, #0
0002 and 0010: 16 matches, 0.36sec, #0
0000 and 0003: 769 matches, 2.96sec, #1
0000 and 0003: [664/769], H[523], 0.01sec
0003 and 0005: 1067 matches, 2.83sec, #2
0003 and 0005: [980/1067], H[787], 0.04sec
0003 and 0010: 19 matches, 0.34sec, #0
0004 and 0010: 55 matches, 0.36sec, #0
0004 and 0010: [32/55], H[9], 0.08sec
0005 and 0010: 88 matches, 0.40sec, #0
0005 and 0010: [65/88], H[22], 0.01sec
0006 and 0010: 168 matches, 0.39sec, #0
0006 and 0010: [132/168], H[74], 0.01sec
0007 and 0010: 280 matches, 0.37sec, #0
0007 and 0010: [222/280], H[189], 0.02sec
0008 and 0010: 359 matches, 0.37sec, #0
0008 and 0010: [291/359], H[213], 0.01sec
0009 and 0010: 479 matches, 0.37sec, #0
0001 and 0003: 1334 matches, 2.68sec, #1
0009 and 0010: [465/479], H[332], 0.02sec
0001 and 0003: [1144/1334], H[998], 0.03sec
0004 and 0005: 1984 matches, 2.88sec, #2
0004 and 0005: [1910/1984], H[1709], 0.05sec
0000 and 0011: 19 matches, 0.38sec, #0
0001 and 0011: 16 matches, 0.37sec, #0
0002 and 0011: 18 matches, 0.36sec, #0
0003 and 0011: 12 matches, 0.36sec, #0
0004 and 0011: 39 matches, 0.36sec, #0
0004 and 0011: [27/39], H[12], 0.06sec
0005 and 0011: 53 matches, 0.36sec, #0
0005 and 0011: [33/53], H[12], 0.04sec
0006 and 0011: 93 matches, 0.38sec, #0
0006 and 0011: [64/93], H[31], 0.01sec
0002 and 0003: 2969 matches, 2.90sec, #1
0002 and 0003: [2948/2969], H[2364], 0.08sec
0007 and 0011: 139 matches, 0.34sec, #0
0007 and 0011: [108/139], H[56], 0.01sec
0000 and 0006: 54 matches, 3.00sec, #2
0000 and 0006: [34/54], H[13], 0.02sec
0008 and 0011: 214 matches, 0.35sec, #0
0008 and 0011: [167/214], H[94], 0.01sec
0009 and 0011: 299 matches, 0.36sec, #0
0009 and 0011: [228/299], H[100], 0.01sec
0010 and 0011: 420 matches, 0.36sec, #0
0010 and 0011: [404/420], H[258], 0.01sec
0000 and 0012: 8 matches, 0.38sec, #0
0001 and 0012: 14 matches, 0.35sec, #0
0002 and 0012: 16 matches, 0.35sec, #0
0003 and 0012: 9 matches, 0.36sec, #0
0004 and 0012: 36 matches, 0.35sec, #0
0004 and 0012: [17/36], H[11], 0.22sec
0000 and 0004: 283 matches, 3.36sec, #1
0000 and 0004: [245/283], H[131], 0.01sec
0005 and 0012: 48 matches, 0.42sec, #0
0005 and 0012: [30/48], H[9], 0.01sec
0001 and 0006: 96 matches, 3.32sec, #2
0001 and 0006: [60/96], H[22], 0.01sec
0006 and 0012: 55 matches, 0.37sec, #0
0006 and 0012: [37/55], H[21], 0.02sec
0007 and 0012: 76 matches, 0.36sec, #0
0007 and 0012: [52/76], H[24], 0.01sec
0008 and 0012: 123 matches, 0.35sec, #0
0008 and 0012: [81/123], H[31], 0.01sec
0009 and 0012: 190 matches, 0.35sec, #0
0009 and 0012: [128/190], H[80], 0.01sec
0010 and 0012: 287 matches, 0.34sec, #0
0010 and 0012: [247/287], H[105], 0.01sec
0011 and 0012: 414 matches, 0.37sec, #0
0011 and 0012: [356/414], H[219], 0.01sec
0000 and 0013: 8 matches, 0.35sec, #0
0001 and 0004: 587 matches, 2.87sec, #1
0001 and 0004: [531/587], H[414], 0.01sec
0001 and 0013: 12 matches, 0.35sec, #0
0002 and 0013: 7 matches, 0.35sec, #0
0002 and 0006: 214 matches, 3.46sec, #2
0002 and 0006: [159/214], H[118], 0.01sec
0003 and 0013: 3 matches, 0.34sec, #0
0004 and 0013: 23 matches, 0.35sec, #0
0005 and 0013: 37 matches, 0.36sec, #0
0005 and 0013: [25/37], H[9], 0.02sec
0006 and 0013: 42 matches, 0.35sec, #0
0006 and 0013: [29/42], H[12], 0.01sec
0007 and 0013: 52 matches, 0.38sec, #0
0007 and 0013: [35/52], H[13], 0.06sec
0008 and 0013: 88 matches, 0.35sec, #0
0008 and 0013: [57/88], H[23], 0.02sec
0002 and 0004: 1310 matches, 3.04sec, #1
0002 and 0004: [1258/1310], H[1169], 0.05sec
0009 and 0013: 127 matches, 0.37sec, #0
0009 and 0013: [98/127], H[53], 0.01sec
0010 and 0013: 180 matches, 0.37sec, #0
0010 and 0013: [142/180], H[75], 0.01sec
0011 and 0013: 286 matches, 0.34sec, #0
0011 and 0013: [241/286], H[93], 0.01sec
0012 and 0013: 403 matches, 0.36sec, #0
0012 and 0013: [364/403], H[228], 0.01sec
0000 and 0014: 15 matches, 0.33sec, #0
0001 and 0014: 21 matches, 0.33sec, #0
0003 and 0006: 485 matches, 4.15sec, #2
0003 and 0006: [410/485], H[342], 0.01sec
0002 and 0014: 8 matches, 0.33sec, #0
0003 and 0014: 7 matches, 0.35sec, #0
0004 and 0014: 20 matches, 0.34sec, #0
0005 and 0014: 29 matches, 0.34sec, #0
0005 and 0014: [19/29], H[9], 0.04sec
0006 and 0014: 46 matches, 0.34sec, #0
0006 and 0014: [25/46], H[9], 0.07sec
0003 and 0004: 2639 matches, 4.08sec, #1
0007 and 0014: 28 matches, 0.33sec, #0
0007 and 0014: [21/28], H[14], 0.01sec
0003 and 0004: [2614/2639], H[2472], 0.08sec
0008 and 0014: 53 matches, 0.33sec, #0
0008 and 0014: [38/53], H[15], 0.01sec
0005 and 0015: 33 matches, 0.35sec, #0
0005 and 0015: [22/33], H[9], 0.01sec
0006 and 0015: 36 matches, 0.37sec, #0
0006 and 0015: [28/36], H[14], 0.00sec
0007 and 0015: 51 matches, 0.33sec, #0
0007 and 0015: [29/51], H[11], 0.14sec
0009 and 0014: 90 matches, 1.86sec, #1
0009 and 0014: [56/90], H[10], 0.02sec
0008 and 0015: 57 matches, 0.34sec, #0
0008 and 0015: [38/57], H[18], 0.04sec
0004 and 0006: 949 matches, 4.46sec, #2
0004 and 0006: [828/949], H[734], 0.02sec
0009 and 0015: 58 matches, 0.34sec, #0
0009 and 0015: [38/58], H[10], 0.02sec
0010 and 0015: 99 matches, 0.35sec, #0
0010 and 0015: [53/99], H[13], 0.16sec
0010 and 0014: 184 matches, 1.14sec, #1
0010 and 0014: [107/184], H[38], 0.11sec
0011 and 0015: 145 matches, 0.35sec, #0
0011 and 0015: [88/145], H[15], 0.10sec
0012 and 0015: 182 matches, 0.33sec, #0
0012 and 0015: [138/182], H[56], 0.01sec
0013 and 0015: 264 matches, 0.39sec, #0
0013 and 0015: [223/264], H[53], 0.01sec
0014 and 0015: 341 matches, 0.36sec, #0
0014 and 0015: [301/341], H[191], 0.01sec
0000 and 0016: 20 matches, 2.38sec, #2
0011 and 0014: 255 matches, 1.54sec, #1
0011 and 0014: [154/255], H[66], 0.04sec
0010 and 0016: 75 matches, 0.33sec, #0
0010 and 0016: [45/75], H[18], 0.10sec
0011 and 0016: 107 matches, 0.34sec, #0
0011 and 0016: [69/107], H[23], 0.13sec
0012 and 0016: 137 matches, 0.40sec, #0
0012 and 0016: [77/137], H[32], 0.20sec
0012 and 0014: 332 matches, 1.77sec, #1
0013 and 0016: 191 matches, 0.38sec, #0
0013 and 0016: [145/191], H[46], 0.04sec
0012 and 0014: [248/332], H[133], 0.04sec
0014 and 0016: 231 matches, 0.34sec, #0
0014 and 0016: [197/231], H[62], 0.01sec
0001 and 0016: 17 matches, 2.39sec, #2
0015 and 0016: 347 matches, 0.35sec, #0
0015 and 0016: [302/347], H[175], 0.05sec
0000 and 0017: 12 matches, 0.33sec, #0
0013 and 0014: 445 matches, 1.34sec, #1
0013 and 0014: [364/445], H[187], 0.01sec
0001 and 0017: 6 matches, 0.37sec, #0
0002 and 0017: 7 matches, 0.38sec, #0
0003 and 0017: 7 matches, 0.35sec, #0
0004 and 0017: 16 matches, 0.34sec, #0
0005 and 0017: 29 matches, 0.38sec, #0
0002 and 0016: 23 matches, 2.50sec, #2
0005 and 0017: [15/29], H[8], 0.33sec
0006 and 0017: 29 matches, 0.49sec, #0
0006 and 0017: [15/29], H[9], 0.27sec
0007 and 0017: 28 matches, 0.40sec, #0
0007 and 0017: [15/28], H[5], 0.29sec
0000 and 0015: 12 matches, 3.62sec, #1
0008 and 0017: 47 matches, 0.43sec, #0
0008 and 0017: [30/47], H[15], 0.03sec
0009 and 0017: 47 matches, 0.35sec, #0
0009 and 0017: [29/47], H[13], 0.04sec
0010 and 0017: 76 matches, 0.34sec, #0
0010 and 0017: [37/76], H[11], 0.39sec
0003 and 0016: 15 matches, 3.30sec, #2
0011 and 0017: 86 matches, 0.38sec, #0
0011 and 0017: [48/86], H[15], 0.09sec
0012 and 0017: 111 matches, 0.43sec, #0
0012 and 0017: [72/111], H[32], 0.09sec
0013 and 0017: 142 matches, 0.38sec, #0
0013 and 0017: [88/142], H[26], 0.19sec
0001 and 0015: 20 matches, 3.07sec, #1
0014 and 0017: 181 matches, 0.43sec, #0
0014 and 0017: [141/181], H[41], 0.01sec
0015 and 0017: 236 matches, 0.38sec, #0
0015 and 0017: [185/236], H[83], 0.04sec
0016 and 0017: 298 matches, 0.34sec, #0
0016 and 0017: [258/298], H[125], 0.03sec
0004 and 0016: 30 matches, 2.93sec, #2
0000 and 0018: 9 matches, 0.33sec, #0
0004 and 0016: [12/30], H[6], 0.24sec
0001 and 0018: 10 matches, 0.34sec, #0
0002 and 0018: 11 matches, 0.34sec, #0
0003 and 0018: 11 matches, 0.35sec, #0
0002 and 0015: 18 matches, 2.45sec, #1
0004 and 0018: 13 matches, 0.37sec, #0
0005 and 0018: 29 matches, 0.34sec, #0
0005 and 0018: [15/29], H[9], 0.30sec
0006 and 0018: 32 matches, 0.42sec, #0
0006 and 0018: [18/32], H[9], 0.10sec
0007 and 0018: 31 matches, 0.38sec, #0
0007 and 0018: [17/31], H[8], 0.10sec
0005 and 0016: 31 matches, 3.17sec, #2
0005 and 0016: [16/31], H[7], 0.05sec
0008 and 0018: 37 matches, 0.38sec, #0
0008 and 0018: [21/37], H[8], 0.05sec
0003 and 0015: 14 matches, 2.68sec, #1
0009 and 0018: 56 matches, 0.38sec, #0
0009 and 0018: [31/56], H[11], 0.08sec
0010 and 0018: 54 matches, 0.34sec, #0
0010 and 0018: [34/54], H[9], 0.04sec
0011 and 0018: 87 matches, 0.34sec, #0
0011 and 0018: [48/87], H[12], 0.31sec
0012 and 0018: 98 matches, 0.38sec, #0
0012 and 0018: [58/98], H[15], 0.52sec
0013 and 0018: 127 matches, 0.41sec, #0
0013 and 0018: [86/127], H[36], 0.02sec
0014 and 0018: 162 matches, 0.34sec, #0
0014 and 0018: [113/162], H[54], 0.01sec
0006 and 0016: 43 matches, 3.59sec, #2
0006 and 0016: [22/43], H[8], 0.03sec
0004 and 0015: 26 matches, 3.15sec, #1
0004 and 0015: [16/26], H[7], 0.10sec
0015 and 0018: 172 matches, 0.32sec, #0
0015 and 0018: [119/172], H[38], 0.01sec
0016 and 0018: 242 matches, 0.34sec, #0
0016 and 0018: [179/242], H[43], 0.05sec
0009 and 0019: 39 matches, 0.34sec, #0
0009 and 0019: [19/39], H[6], 0.39sec
0017 and 0018: 387 matches, 1.65sec, #1
0017 and 0018: [273/387], H[131], 0.04sec
0010 and 0019: 41 matches, 0.38sec, #0
0010 and 0019: [20/41], H[7], 0.85sec
0011 and 0019: 66 matches, 0.35sec, #0
0011 and 0019: [34/66], H[13], 0.31sec
0007 and 0016: 49 matches, 3.47sec, #2
0007 and 0016: [26/49], H[12], 0.05sec
0012 and 0019: 71 matches, 0.34sec, #0
0012 and 0019: [44/71], H[11], 0.10sec
0013 and 0019: 96 matches, 0.35sec, #0
0013 and 0019: [55/96], H[25], 0.13sec
0014 and 0019: 123 matches, 0.38sec, #0
0014 and 0019: [72/123], H[16], 0.19sec
0000 and 0019: 9 matches, 3.27sec, #1
0015 and 0019: 148 matches, 0.39sec, #0
0015 and 0019: [96/148], H[16], 0.13sec
0016 and 0019: 184 matches, 0.38sec, #0
0016 and 0019: [115/184], H[28], 0.02sec
0017 and 0019: 238 matches, 0.38sec, #0
0017 and 0019: [173/238], H[54], 0.01sec
0008 and 0016: 54 matches, 2.87sec, #2
0008 and 0016: [28/54], H[9], 0.05sec
0018 and 0019: 346 matches, 0.34sec, #0
0018 and 0019: [291/346], H[79], 0.03sec
0000 and 0020: 13 matches, 0.33sec, #0
0001 and 0020: 9 matches, 0.34sec, #0
0001 and 0019: 17 matches, 2.46sec, #1
0002 and 0020: 6 matches, 0.34sec, #0
0003 and 0020: 13 matches, 0.35sec, #0
0004 and 0020: 15 matches, 0.35sec, #0
0009 and 0016: 75 matches, 1.99sec, #2
0005 and 0020: 14 matches, 0.36sec, #0
0009 and 0016: [33/75], H[6], 0.32sec
0006 and 0020: 12 matches, 0.34sec, #0
0007 and 0020: 15 matches, 0.34sec, #0
0002 and 0019: 15 matches, 1.80sec, #1
0008 and 0020: 13 matches, 0.34sec, #0
0009 and 0020: 27 matches, 0.34sec, #0
0009 and 0020: [15/27], H[4], 1.17sec
0010 and 0020: 74 matches, 2.41sec, #2
0000 and 0021: 10 matches, 0.36sec, #0
0010 and 0020: [23/74], H[6], 0.42sec
0001 and 0021: 4 matches, 0.34sec, #0
0003 and 0019: 8 matches, 2.55sec, #1
0002 and 0021: 11 matches, 0.34sec, #0
0003 and 0021: 9 matches, 0.33sec, #0
0011 and 0020: 69 matches, 1.17sec, #2
0004 and 0021: 13 matches, 0.34sec, #0
0005 and 0021: 7 matches, 0.34sec, #0
0011 and 0020: [27/69], H[11], 0.42sec
0006 and 0021: 22 matches, 0.34sec, #0
0007 and 0021: 11 matches, 0.33sec, #0
0012 and 0020: 91 matches, 0.87sec, #2
0004 and 0019: 22 matches, 2.17sec, #1
0008 and 0021: 19 matches, 0.31sec, #0
0012 and 0020: [30/91], H[6], 0.33sec
0009 and 0021: 27 matches, 0.36sec, #0
0009 and 0021: [12/27], H[5], 2.45sec
0010 and 0021: 35 matches, 0.38sec, #0
0013 and 0020: 111 matches, 2.98sec, #2
0005 and 0019: 21 matches, 3.75sec, #1
0013 and 0020: [46/111], H[21], 0.77sec
0010 and 0021: [13/35], H[6], 0.82sec
0011 and 0021: 44 matches, 0.38sec, #0
0011 and 0021: [21/44], H[9], 0.73sec
0012 and 0021: 52 matches, 0.38sec, #0
0012 and 0021: [25/52], H[6], 0.65sec
0014 and 0020: 130 matches, 2.31sec, #2
0014 and 0020: [67/130], H[12], 0.19sec
0013 and 0021: 64 matches, 0.34sec, #0
